type|code|description|section
CLASS|85.59.20|Corsi di formazione e corsi di aggiornamento professionale|Q
CLASS|85.59.3|Altri servizi di istruzione e formazione n.c.a. forniti da università popolari|Q
CLASS|85.59.30|Altri servizi di istruzione e formazione n.c.a. forniti da università popolari|Q
CLASS|85.59.9|Altri servizi vari di istruzione e formazione n.c.a.|Q
CLASS|85.59.91|Corsi di educazione consapevole attraverso il movimento|Q
CLASS|85.59.99|Tutti gli altri servizi vari di istruzione e formazione n.c.a.|Q
GROUP|85.6|Servizi di supporto all'istruzione e formazione|Q
GROUP|85.61|Attività di servizi di intermediazione per corsi e tutor|Q
CLASS|85.61.0|Attività di servizi di intermediazione per corsi e tutor|Q
CLASS|85.61.00|Attività di servizi di intermediazione per corsi e tutor|Q
GROUP|85.69|Altri servizi di supporto all'istruzione e formazione n.c.a.|Q
CLASS|85.69.0|Altri servizi di supporto all'istruzione e formazione n.c.a.|Q
CLASS|85.69.01|Consulenza scolastica e servizi di orientamento scolastico|Q
CLASS|85.69.09|Altri servizi vari di supporto all'istruzione e formazione n.c.a.|Q
SECTION|R|ATTIVITÀ PER LA SALUTE UMANA E DI ASSISTENZA SOCIALE
DIVISION|86|Attività per la salute umana|R
GROUP|86.1|Attività ospedaliere|R
GROUP|86.10|Attività ospedaliere|R
CLASS|86.10.0|Attività ospedaliere|R
CLASS|86.10.00|Attività ospedaliere|R
GROUP|86.2|Attività mediche e odontoiatriche|R
GROUP|86.21|Attività di medicina generale|R
CLASS|86.21.0|Attività di medicina generale|R
CLASS|86.21.00|Attività di medicina generale|R
GROUP|86.22|Attività di medicina specialistica|R
CLASS|86.22.0|Attività di medicina specialistica|R
CLASS|86.22.01|Trattamenti di chirurgia estetica|R
CLASS|86.22.02|Altre attività di medicina specialistica svolte da medici specialisti indipendenti|R
CLASS|86.22.03|Altre attività di medicina specialistica svolte presso cliniche e centri specialistici|R
GROUP|86.23|Attività odontoiatriche|R
CLASS|86.23.0|Attività odontoiatriche|R
CLASS|86.23.00|Attività odontoiatriche|R
GROUP|86.9|Altre attività per la salute umana|R
GROUP|86.91|Attività di diagnostica per immagini e di laboratorio medico|R
CLASS|86.91.0|Attività di diagnostica per immagini e di laboratorio medico|R
CLASS|86.91.01|Attività di diagnostica per immagini|R
CLASS|86.91.02|Attività di laboratorio medico|R
GROUP|86.92|Trasporto di pazienti in ambulanza|R
CLASS|86.92.0|Trasporto di pazienti in ambulanza|R
CLASS|86.92.00|Trasporto di pazienti in ambulanza|R
GROUP|86.93|Attività di psicologi e psicoterapeuti| esclusi i medici|R
CLASS|86.93.0|Attività di psicologi e psicoterapeuti| esclusi i medici|R
CLASS|86.93.00|Attività di psicologi e psicoterapeuti| esclusi i medici|R
GROUP|86.94|Attività infermieristiche e ostetriche|R
CLASS|86.94.0|Attività infermieristiche e ostetriche|R
CLASS|86.94.01|Attività infermieristiche|R
CLASS|86.94.02|Attività ostetriche|R
GROUP|86.95|Attività di fisioterapia|R
CLASS|86.95.0|Attività di fisioterapia|R
CLASS|86.95.00|Attività di fisioterapia|R
GROUP|86.96|Attività di medicine complementari e alternative|R
CLASS|86.96.0|Attività di medicine complementari e alternative|R
CLASS|86.96.01|Chinesiologia|R
CLASS|86.96.09|Attività di medicine complementari e alternative n.c.a.|R
GROUP|86.97|Attività di servizi di intermediazione per attività mediche| odontoiatriche e altri servizi per|R
CLASS|86.97.0|Attività di servizi di intermediazione per attività mediche| odontoiatriche e altri servizi per la salute|R
CLASS|86.97.00|Attività di servizi di intermediazione per attività mediche| odontoiatriche e altri servizi per la salute umana|R
GROUP|86.99|Altre attività per la salute umana n.c.a.|R
CLASS|86.99.0|Altre attività per la salute umana n.c.a.|R
CLASS|86.99.01|Tecniche di trattamento del corpo|R
CLASS|86.99.02|Danza-movimento terapia|R
CLASS|86.99.03|Attività di psicomotricità|R
CLASS|86.99.09|Altre attività varie per la salute umana n.c.a.|R
DIVISION|87|Attività di assistenza residenziale|R
GROUP|87.1|Attività di assistenza infermieristica residenziale|R
GROUP|87.10|Attività di assistenza infermieristica residenziale|R
CLASS|87.10.0|Attività di assistenza infermieristica residenziale|R
CLASS|87.10.00|Attività di assistenza infermieristica residenziale|R
GROUP|87.2|Attività di assistenza residenziale per persone affette da disturbi mentali o abuso di|R
GROUP|87.20|Attività di assistenza residenziale per persone affette da disturbi mentali o abuso di|R
CLASS|87.20.0|Attività di assistenza residenziale per persone affette da disturbi mentali o abuso di sostanze|R
CLASS|87.20.00|Attività di assistenza residenziale per persone affette da disturbi mentali o abuso di sostanze|R
GROUP|87.3|Attività di assistenza residenziale per anziani o persone con disabilità fisiche|R
GROUP|87.30|Attività di assistenza residenziale per anziani o persone con disabilità fisiche|R
CLASS|87.30.0|Attività di assistenza residenziale per anziani o persone con disabilità fisiche|R
CLASS|87.30.00|Attività di assistenza residenziale per anziani o persone con disabilità fisiche|R
GROUP|87.9|Altre attività di assistenza residenziale|R
GROUP|87.91|Attività di servizi di intermediazione per attività di assistenza residenziale|R
CLASS|87.91.0|Attività di servizi di intermediazione per attività di assistenza residenziale|R
CLASS|87.91.00|Attività di servizi di intermediazione per attività di assistenza residenziale|R
GROUP|87.99|Altre attività di assistenza residenziale n.c.a.|R
CLASS|87.99.0|Altre attività di assistenza residenziale n.c.a.|R
CLASS|87.99.00|Altre attività di assistenza residenziale n.c.a.|R
DIVISION|88|Attività di assistenza sociale non residenziale|R
GROUP|88.1|Attività di assistenza sociale non residenziale per anziani o persone con disabilità|R
GROUP|88.10|Attività di assistenza sociale non residenziale per anziani o persone con disabilità|R
CLASS|88.10.0|Attività di assistenza sociale non residenziale per anziani o persone con disabilità|R
CLASS|88.10.00|Attività di assistenza sociale non residenziale per anziani o persone con disabilità|R
GROUP|88.9|Altre attività di assistenza sociale non residenziale|R
GROUP|88.91|Attività di assistenza diurna per l'infanzia|R
CLASS|88.91.0|Attività di assistenza diurna per l'infanzia|R
CLASS|88.91.00|Attività di assistenza diurna per l'infanzia|R
GROUP|88.99|Altre attività di assistenza sociale non residenziale n.c.a.|R
CLASS|88.99.0|Altre attività di assistenza sociale non residenziale n.c.a.|R
CLASS|88.99.01|Servizi di counselling|R
CLASS|88.99.02|Consulenza familiare|R
CLASS|88.99.03|Mediazione culturale e interculturale|R
CLASS|88.99.04|Altre attività di assistenza sociale non residenziale fornite da pedagogisti|R
CLASS|88.99.09|Altre attività varie di assistenza sociale non residenziale n.c.a.|R
SECTION|S|ATTIVITÀ ARTISTICHE| SPORTIVE E DI DIVERTIMENTO
DIVISION|90|Attività di creazione artistica e rappresentazioni artistiche|S
GROUP|90.1|Attività di creazione artistica|S
GROUP|90.11|Attività di creazione letteraria e composizione musicale|S
CLASS|90.11.0|Attività di creazione letteraria e composizione musicale|S
CLASS|90.11.01|Attività di giornalisti indipendenti|S
CLASS|90.11.02|Attività di blogger indipendenti|S
CLASS|90.11.09|Altre attività di creazione letteraria e composizione musicale|S
GROUP|90.12|Attività di creazione di arti visive|S
CLASS|90.12.0|Attività di creazione di arti visive|S
CLASS|90.12.00|Attività di creazione di arti visive|S
GROUP|90.13|Altre attività di creazione artistica|S
CLASS|90.13.0|Altre attività di creazione artistica|S
CLASS|90.13.00|Altre attività di creazione artistica|S
GROUP|90.2|Attività di arti performative e rappresentazioni artistiche|S
GROUP|90.20|Attività di arti performative e rappresentazioni artistiche|S
CLASS|90.20.0|Attività di arti performative e rappresentazioni artistiche|S
CLASS|90.20.01|Attività nel campo della recitazione|S
CLASS|90.20.09|Altre attività di arti performative e rappresentazioni artistiche|S
GROUP|90.3|Attività di supporto alle creazioni e alle arti performative e rappresentazioni|S
GROUP|90.31|Gestione di strutture e spazi per le arti|S
CLASS|90.31.0|Gestione di strutture e spazi per le arti|S
CLASS|90.31.00|Gestione di strutture e spazi per le arti|S
GROUP|90.39|Altre attività di supporto alle arti performative e alle rappresentazioni artistiche|S
CLASS|90.39.0|Altre attività di supporto alle arti performative e alle rappresentazioni artistiche|S
CLASS|90.39.01|Attività nel campo della regia|S
CLASS|90.39.09|Altre attività di supporto alle arti performative e alle rappresentazioni artistiche n.c.a.|S
DIVISION|91|Attività di biblioteche| archivi| musei e altre attività culturali|S
GROUP|91.1|Attività di biblioteche e archivi|S
GROUP|91.11|Attività di biblioteche|S
CLASS|91.11.0|Attività di biblioteche|S
CLASS|91.11.00|Attività di biblioteche|S
GROUP|91.12|Attività di archivi|S
CLASS|91.12.0|Attività di archivi|S
CLASS|91.12.00|Attività di archivi|S
GROUP|91.2|Attività di musei| collezioni| luoghi e monumenti storici|S
GROUP|91.21|Attività di musei e collezioni|S
CLASS|91.21.0|Attività di musei e collezioni|S
CLASS|91.21.00|Attività di musei e collezioni|S
GROUP|91.22|Attività di luoghi e monumenti storici|S
CLASS|91.22.0|Attività di luoghi e monumenti storici|S
CLASS|91.22.00|Attività di luoghi e monumenti storici|S
GROUP|91.3|Conservazione| restauro e altre attività di supporto al patrimonio culturale|S
GROUP|91.30|Conservazione| restauro e altre attività di supporto al patrimonio culturale|S
CLASS|91.30.0|Conservazione| restauro e altre attività di supporto al patrimonio culturale|S
CLASS|91.30.01|Conservazione e restauro del patrimonio culturale|S
CLASS|91.30.02|Creazione e gestione di apparecchiature multimediali per l'accompagnamento alle visite in musei e altri siti|S
CLASS|91.30.09|Altre attività di supporto al patrimonio culturale|S
GROUP|91.4|Attività di orti botanici| giardini zoologici e riserve e parchi naturali|S
GROUP|91.41|Attività di orti botanici e giardini zoologici|S
CLASS|91.41.0|Attività di orti botanici e giardini zoologici|S
CLASS|91.41.00|Attività di orti botanici e giardini zoologici|S
GROUP|91.42|Attività di riserve e parchi naturali|S
CLASS|91.42.0|Attività di riserve e parchi naturali|S
CLASS|91.42.00|Attività di riserve e parchi naturali|S
DIVISION|92|Attività di scommesse| lotterie e altri giochi d'azzardo|S
GROUP|92.0|Attività di scommesse| lotterie e altri giochi d'azzardo|S
GROUP|92.00|Attività di scommesse| lotterie e altri giochi d'azzardo|S
CLASS|92.00.0|Attività di scommesse| lotterie e altri giochi d'azzardo|S
CLASS|92.00.01|Gestione di apparecchi che consentono vincite in denaro funzionanti a moneta o a gettone|S
CLASS|92.00.09|Altre attività di scommesse| lotterie e altri giochi d'azzardo|S
DIVISION|93|Attività sportive| di intrattenimento e divertimento|S
GROUP|93.1|Attività sportive|S
GROUP|93.11|Gestione di impianti sportivi|S
CLASS|93.11.1|Gestione di piscine|S
CLASS|93.11.10|Gestione di piscine|S
CLASS|93.11.9|Gestione di altri impianti sportivi|S
CLASS|93.11.90|Gestione di altri impianti sportivi|S
GROUP|93.12|Attività dei club sportivi|S
CLASS|93.12.0|Attività dei club sportivi|S
CLASS|93.12.00|Attività dei club sportivi|S
GROUP|93.13|Attività dei centri di fitness|S
CLASS|93.13.0|Attività dei centri di fitness|S
CLASS|93.13.01|Attività di studi di yoga| pilates e Tai Chi|S
CLASS|93.13.09|Altre attività dei centri di fitness|S
GROUP|93.19|Attività sportive n.c.a.|S
CLASS|93.19.1|Attività di organizzazioni ed enti sportivi e promozione di eventi sportivi|S
CLASS|93.19.10|Attività di organizzazioni ed enti sportivi e promozione di eventi sportivi|S
CLASS|93.19.9|Altre attività sportive n.c.a.|S
CLASS|93.19.91|Attività di ricarica di bombole per attività subacquee|S
CLASS|93.19.92|Attività di guida alpina|S
CLASS|93.19.93|Attività di guida di pesca|S
CLASS|93.19.99|Altre attività sportive varie n.c.a.|S
GROUP|93.2|Attività di intrattenimento e divertimento|S
GROUP|93.21|Attività dei parchi di divertimento e dei parchi tematici|S
CLASS|93.21.0|Attività dei parchi di divertimento e dei parchi tematici|S
CLASS|93.21.00|Attività dei parchi di divertimento e dei parchi tematici|S
GROUP|93.29|Attività di intrattenimento e divertimento n.c.a.|S
CLASS|93.29.1|Gestione di piste e sale da ballo|S
CLASS|93.29.10|Gestione di piste e sale da ballo|S
CLASS|93.29.2|Gestione di stabilimenti balneari|S
CLASS|93.29.20|Gestione di stabilimenti balneari|S
CLASS|93.29.3|Gestione di apparecchi da intrattenimento che non consentono vincite in denaro funzionanti a|S
CLASS|93.29.30|Gestione di apparecchi da intrattenimento che non consentono vincite in denaro funzionanti a moneta o a|S
CLASS|93.29.9|Altre attività di intrattenimento e divertimento n.c.a.|S
CLASS|93.29.91|Gestione di attrazioni e attività di spettacolo in forma itinerante|S
CLASS|93.29.99|Altre attività varie di intrattenimento e divertimento n.c.a.|S
SECTION|T|ALTRE ATTIVITÀ DI SERVIZI
DIVISION|94|Attività delle organizzazioni associative|T
GROUP|94.1|Attività di organizzazioni di imprese| dei datori di lavoro e professionali|T
GROUP|94.11|Attività di organizzazioni di imprese e dei datori di lavoro|T
CLASS|94.11.0|Attività di organizzazioni di imprese e dei datori di lavoro|T
CLASS|94.11.00|Attività di organizzazioni di imprese e dei datori di lavoro|T
GROUP|94.12|Attività delle organizzazioni professionali|T
CLASS|94.12.1|Attività di ordini e collegi professionali|T
CLASS|94.12.10|Attività di ordini e collegi professionali|T
CLASS|94.12.2|Attività di associazioni professionali|T
CLASS|94.12.20|Attività di associazioni professionali|T
GROUP|94.2|Attività dei sindacati di lavoratori|T
GROUP|94.20|Attività dei sindacati di lavoratori|T
CLASS|94.20.0|Attività dei sindacati di lavoratori|T
CLASS|94.20.00|Attività dei sindacati di lavoratori|T
GROUP|94.9|Attività di altre organizzazioni associative|T
GROUP|94.91|Attività delle organizzazioni religiose|T
CLASS|94.91.0|Attività delle organizzazioni religiose|T
CLASS|94.91.00|Attività delle organizzazioni religiose|T
GROUP|94.92|Attività delle organizzazioni politiche|T
CLASS|94.92.0|Attività delle organizzazioni politiche|T
CLASS|94.92.00|Attività delle organizzazioni politiche|T
GROUP|94.99|Attività di altre organizzazioni associative n.c.a.|T
CLASS|94.99.1|Attività di organizzazioni associative per la tutela degli interessi e dei diritti dei cittadini|T
CLASS|94.99.10|Attività di organizzazioni associative per la tutela degli interessi e dei diritti dei cittadini|T
CLASS|94.99.2|Attività di organizzazioni associative culturali e ricreative|T
CLASS|94.99.20|Attività di organizzazioni associative culturali e ricreative|T
CLASS|94.99.3|Attività di organizzazioni associative a scopo patriottico|T
CLASS|94.99.30|Attività di organizzazioni associative a scopo patriottico|T
CLASS|94.99.4|Attività di organizzazioni associative per la cooperazione internazionale|T
CLASS|94.99.40|Attività di organizzazioni associative per la cooperazione internazionale|T
CLASS|94.99.5|Attività di organizzazioni associative filantropiche|T
CLASS|94.99.50|Attività di organizzazioni associative filantropiche|T
CLASS|94.99.6|Attività di organizzazioni associative per la promozione e la difesa degli animali e dell'ambiente|T
CLASS|94.99.60|Attività di organizzazioni associative per la promozione e la difesa degli animali e dell'ambiente|T
CLASS|94.99.9|Attività di altre organizzazioni associative varie n.c.a.|T
CLASS|94.99.90|Attività di altre organizzazioni associative varie n.c.a.|T
DIVISION|95|Riparazione e manutenzione di computer| beni per uso personale e per la casa||T
GROUP|95.1|Riparazione e manutenzione di computer e di apparecchiature per le comunicazioni|T
GROUP|95.10|Riparazione e manutenzione di computer e di apparecchiature per le comunicazioni|T
CLASS|95.10.1|Riparazione e manutenzione di computer e periferiche|T
CLASS|95.10.10|Riparazione e manutenzione di computer e periferiche|T
CLASS|95.10.2|Riparazione e manutenzione di apparecchiature per le comunicazioni|T
CLASS|95.10.21|Riparazione e manutenzione di telefoni e tablet|T
CLASS|95.10.29|Riparazione e manutenzione di altre apparecchiature per le comunicazioni|T
GROUP|95.2|Riparazione e manutenzione di beni per uso personale e per la casa|T
GROUP|95.21|Riparazione e manutenzione di prodotti di elettronica di consumo|T
